Cofinancier,Approval Year,Product Approval Number,Approval Numbers,Proj No,Country Mnemomic,Project Title,Department,Division,ApprovalDate,TotalCofinancing,CofinancingType,AgreementType,AdministrativeArrangement,SourceClassification,Type,Sector,Sov-NonSov
UFPF-UCCRTF,,,,,,,,,,8,,,,,,,
UFPF-UCCRTF,2015,455,3316/0455,47127-002,MYA,Mandalay Urban Services Improvement,SERD,SEUW,11/12/2015,4,DVA,FPF,Full Administration,Multi-Donor Trust Fund,Grant,Water and Other Urban Infrastructure and Services,Sovereign
UFPF-UCCRTF,2015,462,3340/0462,43237-013,VIE,Urban Environment and Climate Change Adaptation,SERD,SEUW,11/27/2015,4,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,Water and Other Urban Infrastructure and Services,Sovereign
UFPF-UEIF,,,,,,,,,,10.64,,,,,,,
UFPF-UEIF,2012,314,2931/G0313-0314,43319-022,LAO,Greater Mekong Subregion East-West Economic Corridor Towns Development,SERD,SEUW,11/06/2012,0.64,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,Water and Other Municipal Infrastructure and Services,Sovereign
UFPF-UEIF,2012,329,2969/0329,43319-043,VIE,Greater Mekong Subregion Corridor Towns Development,SERD,SEUW,12/12/2012,1,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,Water and Other Municipal Infrastructure and Services,Sovereign
UFPF-UEIF,2012,334,2983/0334/0335/8265,43319-033,CAM,Greater Mekong Subregion Southern Economic Corridor Towns Development,SERD,SEUW,12/10/2012,1.5,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,Water and Other Municipal Infrastructure and Services,Sovereign
UFPF-UEIF,2013,380,3098/3099/0380,45007-004,MON,Ulaanbaatar Urban Services and Ger Areas Development Investment Program ﾗ Tranche 1,EARD,EASS,12/12/2013,3.7,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,Water and Other Municipal Infrastructure and Services,Sovereign
UFPF-UEIF,2014,399,3148/0399,43253-025,IND,Karnataka Integrated Urban Water Management Investment Program ﾖ Tranche 1,SARD,SAUW,07/29/2014,1.8,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,Water and Other Urban Infrastructure and Services,Sovereign
UFPF-UEIF,2016,477,3389/0477,41665-013,PHI,Water District Development Sector,SERD,SEUW,04/22/2016,2,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,Water and Other Urban Infrastructure and Services,Sovereign
UFRD,,,,,,,,,,270,,,,,,,
"Uzbekistan,UFRD",2014,,3141,45306-001,UZB,Takhiatash Power Plant Efficiency Improvement,CWRD,CWEN,12/05/2014,270,DVA,,Collaborative,Bilateral,Loan,Energy,Sovereign
UN Habitat,,,,,,,,,,0.5,,,,,,,
UN Habitat,No Approval Date,,2046,32254-01,IND,Urban Water Supply and Environmental Improvement in Madhya Pradesh,SARD,SASS,,0.5,Non-DVA,,,Multilateral,Grant,Water and Other Municipal Infrastructure and Services,Sovereign
UNCDF,,,,,,,,,,9.7,,,,,,,
UNCDF,1976,,293,,BAN,Serajgonj Integrated Rural Development,SARD,SAAE,12/23/1976,2.15,Non-DVA,,,Multilateral,Grant,Multisector,Sovereign
UNCDF,1986,,790,,BHU,Roadworks Mechanization,SARD,,09/30/1986,1.2,Non-DVA,,,Multilateral,Loan,Transport and ICT,Sovereign
UNCDF,1988,,911,,MLD,Male Port Development,SARD,,10/20/1988,4.1,Non-DVA,,,Multilateral,Loan,Transport and ICT,Sovereign
UNCDF,2008,,0118/0206,,NEP,Governance Support Program Cluster (Subprogram 1),SARD,SAGF,10/22/2008,2.25,Non-DVA,,,Multilateral,Grant,Public Sector Management,Sovereign
UNDP,,,,,,,,,,75.68,,,,,,,
UNDP,1971,68,68,,SAM,Beef Cattle Pilot Farm,PARD,,05/27/1971,0.1,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1974,,213,,BAN,Jute Seed,SARD,AWFN,12/19/1974,1.1,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1974,,215,,BAN,Bangladesh Railway,SARD,,12/23/1974,0.72,Non-DVA,,,Multilateral,Grant,Transport and ICT,Sovereign
UNDP,1978,,361,,LAO,Forestry Development,SERD,SEAE,10/24/1978,0.59,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1978,,365,46265-001,THA,Kud Multipurpose,SERD,SERD,11/14/1978,0.2,Non-DVA,,,Multilateral,Grant,Multisector,Sovereign
UNDP,1979,,404,,BAN,Chittagong Hill Tracts Development,SARD,SAAE,06/28/1979,0.71,Non-DVA,,,Multilateral,Grant,Multisector,Sovereign
UNDP,1979,,418,,LAO,Casier Sud Pioneer Agricultural,SERD,SEAE,10/29/1979,0.86,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1979,,445,,NEP,Livestock Development,SARD,SAAE,12/19/1979,0.7,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1979,,447,46495-002,NEP,Third Power,SARD,,12/21/1979,0.62,Non-DVA,,,Multilateral,Grant,Energy,Sovereign
UNDP,1980,,453,,LAO,Agricultural Support Facilities,SERD,SEAE,03/20/1980,0.63,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1980,,462,,NEP,Aquaculture Development,SARD,SAAE,08/28/1980,1.37,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1980,,486,,SIN,Vocational and Industrial Training,SERD,,11/27/1980,0.53,Non-DVA,,,Multilateral,Grant,Education,Sovereign
UNDP,1980,,489,,NEP,Fourth Agricultural Credit,SARD,SAAE,09/12/1980,1.1,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1980,,490,,NEP,Hill Irrigation (Western Region),SARD,SAAE,12/09/1980,0.9,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1981,,512,,NEP,Mini Hydropower,SARD,SAID,04/21/1981,0.75,Non-DVA,,,Multilateral,Grant,Energy,Sovereign
UNDP,1981,,533,,NEP,Fourth Power,SARD,,11/01/1981,1,Non-DVA,,,Multilateral,Grant,Energy,Sovereign
UNDP,1981,,555,,BAN,Community Forestry,SARD,SAAE,12/03/1981,1.84,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1981,,560,,NEP,Command Area Development,SARD,SAAE,12/15/1981,1.2,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1982,,573,,MYA,Second Forestry,SERD,SEAE,06/29/1982,0.65,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1982,,585,,SRI,Technical Education,SARD,,09/30/1982,0.7,Non-DVA,,,Multilateral,Grant,Education,Sovereign
UNDP,1982,,596,,NEP,Second Hill Irrigation,SARD,SAAE,11/04/1982,1.37,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1982,,599,,NEP,Science Education,SARD,,11/18/1982,2,Non-DVA,,,Multilateral,Grant,Education,Sovereign
UNDP,1982,,618,,THA,Songkhla Lake Basin Planning Study,SERD,,12/21/1982,0.5,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1983,,643,,LAO,Vientiane Plain Road Improvement,SERD,,10/11/1983,0.49,Non-DVA,,,Multilateral,Grant,Transport and ICT,Sovereign
UNDP,1983,,657,,BAN,Bangladesh Krishi Bank,SARD,SAAE,11/29/1983,0.3,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1983,,671,,BAN,Ganges-Kobadak Rehabilitation & Improvement,SARD,SAAE,12/14/1983,1.4,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1983,,672,,BAN,Health and Family Planning Services,SARD,,12/14/1983,0.21,Non-DVA,,,Multilateral,Grant,Health and Social Protection,Sovereign
UNDP,1984,,684,,BAN,Second Railway,SARD,,06/26/1984,0.99,Non-DVA,,,Multilateral,Grant,Transport and ICT,Sovereign
UNDP,1984,,699,,BAN,Secondary Science Education Sector,SARD,,10/23/1984,3,Non-DVA,,,Multilateral,Grant,Education,Sovereign
UNDP,1984,,707,,SAM,Development Bank of Western Samoa V,PARD,,11/15/1984,0.05,Non-DVA,,,Multilateral,Grant,Finance,Sovereign
UNDP,1984,,710,,PAK,Health and Population II,CWRD,,11/29/1984,0.5,Non-DVA,,,Multilateral,Grant,Health and Social Protection,Sovereign
UNDP,1985,,733,,BAN,Second Livestock Development,SARD,SAAE,02/05/1985,3.5,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1985,,744,,NEP,Cotton Development,SARD,SAAE,10/24/1985,1.4,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1985,,745,,NEP,Second Livestock Development,SARD,SAAE,10/24/1985,1.6,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1985,,749,,NEP,Third Forestry Development,SARD,,10/31/1985,0.32,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1985,,761,,PAK,Second Telecommunications,CWRD,,11/28/1985,1.6,Non-DVA,,,Multilateral,Grant,Transport and ICT,Sovereign
UNDP,1986,,777,,MYA,Edible Oil,SERD,SEAE,02/04/1986,0.68,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1986,,788,,LAO,Second Road Improvement,SERD,,09/16/1986,1.2,Non-DVA,,,Multilateral,Grant,Transport and ICT,Sovereign
UNDP,1986,,790,,BHU,Roadworks Mechanization,SARD,,09/30/1986,1.55,Non-DVA,,,Multilateral,Grant,Transport and ICT,Sovereign
UNDP,1986,,791,,PAK,Cotton Development,CWRD,,09/30/1986,4.1,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1986,,792,18095,NEP,Second Aquaculture Development,SARD,AWFN,10/09/1986,0.96,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1986,,810,,PAK,Second Agricultural Dev. Bank of Pakistan,CWRD,,12/04/1986,0.96,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1986,,819,,BAN,Khulna Coastal Embankment,SARD,SAAE,12/11/1986,1.2,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1986,,821,,BAN,Second Aquaculture Development,SARD,,12/16/1986,2.65,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1987,845,845,,PRC,China Investment Bank,EARD,,10/08/1987,0.4,Non-DVA,,,Multilateral,Grant,Industry and Trade,Sovereign
UNDP,1987,,831,,NEP,Fifth Agricultural Credit (ADB IV),SARD,,04/07/1987,0.2,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1987,,839,,BAN,Road Improvement,SARD,,08/27/1987,1.2,Non-DVA,,,Multilateral,Grant,Transport and ICT,Sovereign
UNDP,1987,,846,,LAO,Xeset Hydropower,SERD,,10/27/1987,1.76,Non-DVA,,,Multilateral,Grant,Energy,Sovereign
UNDP,1987,,851,,PAK,Fruit and Vegetable Marketing,CWRD,,10/29/1987,1,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1987,,859,,NEP,Hill Fruit Development,SARD,AWFN,11/10/1987,1.04,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1987,,864,,SRI,Second Road Improvement,SARD,,11/24/1987,0.15,Non-DVA,,,Multilateral,Grant,Transport and ICT,Sovereign
UNDP,1987,,866,,LAO,Third Road Improvement,SERD,,11/24/1987,1.13,Non-DVA,,,Multilateral,Grant,Transport and ICT,Sovereign
UNDP,1987,,880,,PRC,Fuel Conversion,EARD,,12/21/1987,0.35,Non-DVA,,,Multilateral,Grant,Energy,Sovereign
UNDP,1988,,882,,BAN,Flood Rehabilitation (Flood Control & Rehab),SARD,,02/04/1988,0.08,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1988,,902,20221,PAK,Small-Scale Industry,CWRD,,09/22/1988,1.2,Non-DVA,,,Multilateral,Grant,Industry and Trade,Sovereign
UNDP,1989,,956,,BAN,Upazila Afforestation and Nursery Development,SARD,AWFN,03/30/1989,1.9,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1989,,1005,,FIJ,Low Income Housing Development,PARD,,12/21/1989,0.3,Non-DVA,,,Multilateral,Grant,Finance,Sovereign
UNDP,1989,,1009,,LAO,Fourth Road Improvement,SERD,SEID,12/21/1989,0.3,Non-DVA,,,Multilateral,Grant,Transport and ICT,Sovereign
UNDP,1989,,1010,,BAN,Horticulture Development,SARD,SAAE,12/21/1989,2.8,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1990,,1012,21220,PAK,Second Barani Area Development,CWRD,,02/20/1990,0.69,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1990,,1035,,BHU,Technical and Vocational Education and Training,SARD,,09/27/1990,2.1,Non-DVA,,,Multilateral,Grant,Education,Sovereign
UNDP,1990,,1063,,LAO,Xeset Hydropower (Supplementary),SERD,,12/11/1990,0.88,Non-DVA,,,Multilateral,Grant,Energy,Sovereign
UNDP,1991,,1112,,NEP,Sixth Agricultural Credit,SARD,AWAR,10/31/1991,0.69,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,1991,,1123,,BAN,Higher Secondary Education,SARD,,11/21/1991,2.9,Non-DVA,,,Multilateral,Grant,Education,Sovereign
UNDP,1999,,1703,,PNG,Financial Management,PARD,,10/21/1999,0.5,Non-DVA,,,Multilateral,Grant,Public Sector Management,Sovereign
UNDP,2002,,1939,,CAM,Tonle Sap Environmental Management,SERD,SEAE,11/21/2002,0.61,Non-DVA,,,Multilateral,Grant,Agriculture and Natural Resources,Sovereign
UNDP,2008,,0118/0206,,NEP,Governance Support Program Cluster (Subprogram 1),SARD,SAGF,10/22/2008,4.7,Non-DVA,,,Multilateral,Grant,Public Sector Management,Sovereign
UNFPA,,,,,,,,,,15.89,,,,,,,
UNFPA,1997,,1538,,BAN,Urban Primary Health Care,SARD,SASS,09/16/1997,4.24,Non-DVA,,,Multilateral,Grant,Health and Social Protection,Sovereign
UNFPA,2000,,1777,,VIE,Rural Health,SERD,SESS,11/09/2000,0.5,Non-DVA,,,Multilateral,Grant,Health and Social Protection,Sovereign
UNFPA,2005,,2172/0008/0009/0010,36296,BAN,Second Urban Primary Health Care,SARD,SASS,05/31/2005,2,Non-DVA,,,Multilateral,Grant,Health and Social Protection,Sovereign
UNFPA,2008,,0118/0206,,NEP,Governance Support Program Cluster (Subprogram 1),SARD,SAGF,10/22/2008,9.15,Non-DVA,,,Multilateral,Grant,Public Sector Management,Sovereign
UNICEF,,,,,,,,,,21.89,,,,,,,
UNICEF,1976,,293,,BAN,Serajgonj Integrated Rural Development,SARD,SAAE,12/23/1976,0.2,Non-DVA,,,Multilateral,Grant,Multisector,Sovereign
UNICEF,1996,,1446,,CAM,Basic Education Textbooks,SERD,SESS,06/20/1996,5.19,Non-DVA,,,Multilateral,Grant,Education,Sovereign
UNICEF,2000,,1777,,VIE,Rural Health,SERD,SESS,11/09/2000,1,Non-DVA,,,Multilateral,Grant,Health and Social Protection,Sovereign
UNICEF,2008,,0118/0206,,NEP,Governance Support Program Cluster (Subprogram 1),SARD,SAGF,10/22/2008,13.9,Non-DVA,,,Multilateral,Grant,Public Sector Management,Sovereign
UNICEF,2011,0272 (CG),G0272/0289,35174-082,NEP,School Sector Program,SARD,NRM,11/22/2011,1,DVA,,Collaborative,Multilateral,Grant,Education,Sovereign
UNICEF,2011,2761 (CG),2761,42122-013,BAN,Third Primary Education Development,SARD,SAHS,07/05/2011,0.5,DVA,,Collaborative,Multilateral,Grant,Education,Sovereign
UNICEF,2015,,3256,42122-013,BAN,Third Primary Education DevelopmentﾗAdditional Financing,SARD,SAHS,05/20/2015,0.1,DVA,PS,Collaborative,Multilateral,Grant,Education,Sovereign
United Nations Volunteers,,,,,,,,,,0.5,,,,,,,
United Nations Volunteers,2008,,0118/0206,,NEP,Governance Support Program Cluster (Subprogram 1),SARD,SAGF,10/22/2008,0.5,Non-DVA,,,Multilateral,Grant,Public Sector Management,Sovereign
UNODC,,,,,,,,,,2.1,,,,,,,
UNODC,1999,,1688,,LAO,Shifting Cultivation Stabilization Pilot,SERD,SEAE,05/11/1999,2.1,Non-DVA,,,Multilateral,Grant,Multisector,Sovereign
UNOPS,,,,,,,,,,2,,,,,,,
UNOPS,2004,,2105,37136,AFG,Regional Airports Rehabilitation Phase I,CWRD,CWTC,11/23/2004,2,Non-DVA,,,Multilateral,Grant,Transport,Sovereign
Uzbekistan,,,,,,,,,,340,,,,,,,
Uzbekistan,2015,,3286,41340-015,UZB,Advanced Electricity Metering Phase 4,CWRD,CWEN,09/18/2015,70,DVA,PS,Collaborative,Bilateral,Loan,Energy,Sovereign
"Uzbekistan,UFRD",2014,,3141,45306-001,UZB,Takhiatash Power Plant Efficiency Improvement,CWRD,CWEN,12/05/2014,270,DVA,,Collaborative,Bilateral,Loan,Energy,Sovereign
U.K.,,,,,,,,,,1700.74,,,,,,,
U.K.,1975,,217,44236-01,BAN,Ashuganj Fertilizer,SARD,BRM,02/20/1975,16.9,Non-DVA,,,Bilateral,Loan,Industry and Trade,Sovereign
U.K.,1976,,0279-0280,,PAK,Port Qasim,CWRD,,11/18/1976,21.84,Non-DVA,,,Bilateral,Loan,Transport and ICT,Sovereign
U.K.,1976,,289,,SOL,Beef Cattle Development,PARD,,12/21/1976,0.52,Non-DVA,,,Bilateral,Loan,Agriculture and Natural Resources,Sovereign
U.K.,1978,,345,,FIJ,Second Power,PARD,PARD,06/29/1978,9.1,Non-DVA,,,Bilateral,Loan,Energy,Sovereign
U.K.,1981,,536,,FIJ,Third Power,PARD,,11/10/1981,12.11,Non-DVA,,,Bilateral,Loan,Energy,Sovereign
U.K.,1982,,585,,SRI,Technical Education,SARD,,09/30/1982,0.19,Non-DVA,,,Bilateral,Grant,Education,Sovereign
U.K.,1984,,683,,BAN,Sixth Power (Sector Loan),SARD,,06/14/1984,22.2,Non-DVA,,,Bilateral,Loan,Energy,Sovereign
U.K.,1984,,700,17055,PAK,Left Bank Outfall Drain (Stage I),CWRD,SAAE,10/25/1984,35.7,Non-DVA,,,Bilateral,Loan,Agriculture and Natural Resources,Sovereign
U.K.,1984,,712,,SRI,Plantation Sector,SARD,SAAE,12/04/1984,5.5,Non-DVA,,,Bilateral,Loan,Agriculture and Natural Resources,Sovereign
U.K.,1987,,850,,PAK,Third Health,CWRD,,10/29/1987,3.7,Non-DVA,,,Bilateral,Loan,Health and Social Protection,Sovereign
U.K.,1987,,858,,BAN,"Padma Textile Mills, Ltd.",SARD,,11/10/1987,2.5,Non-DVA,,,Bilateral,Loan,Industry and Trade,Sovereign
U.K.,1988,,893,,IND,"Andhra Petrochemicals, Ltd.",SARD,,11/01/1988,3.2,Non-DVA,,,Bilateral,Loan,Industry and Trade,Sovereign
U.K.,1988,,925,17003,PAK,KESC Fifth Power (Sector),CWRD,,11/01/1988,12.2,Non-DVA,,,Bilateral,Loan,Energy,Sovereign
U.K.,1989,,963,,BAN,Eighth Power,SARD,SAID,07/11/1989,98,Non-DVA,,,Bilateral,Loan,Energy,Sovereign
U.K.,1989,,1001,,PAK,Karachi Sewerage,CWRD,SAAE,12/14/1989,2.4,Non-DVA,,,Bilateral,Loan,Water and Other Municipal Infrastructure and Services,Sovereign
U.K.,1989,,1003,,PAK,"Fauji Fertilizer Co., Ltd.",PSOD,PSOD,12/19/1989,15,Non-DVA,,,Bilateral,Loan,Industry and Trade,Non-Sovereign
U.K.,1991,,1085,,PHI,Shemberg Biotech Corporation,SERD,,06/06/1991,4.7,Non-DVA,,,Bilateral,Loan,Industry and Trade,Sovereign
U.K.,1991,,1101,,PAK,Kotri Barrage Rehabilitation,CWRD,,09/26/1991,15.8,Non-DVA,,,Bilateral,Loan,Agriculture and Natural Resources,Sovereign
U.K.,1991,,1142,,IND,CESC Limited II,SARD,,12/13/1991,32,Non-DVA,,,Bilateral,Loan,Energy,Sovereign
U.K.,1992,,1161,,IND,Power Efficiency (Sector),SARD,,03/26/1992,88.73,Non-DVA,,,Bilateral,Loan,Energy,Sovereign
U.K.,1992,,1196,,NEP,Secondary Education Development,SARD,NRM,11/24/1992,6.3,Non-DVA,,,Bilateral,Grant,Education,Sovereign
U.K.,1993,,1227,,INO,P.T. Wiraswasta Gemilang Indonesia,SERD,,04/22/1993,20,Non-DVA,,,Bilateral,Loan,Industry and Trade,Sovereign
U.K.,1993,,1230,,PHI,Hopewell Power (Philippines) Corp.,PSOD,PSOD,05/18/1993,35,Non-DVA,,,Bilateral,Loan,Energy,Non-Sovereign
U.K.,1993,,1252,,PHI,Bukidnon Resources Co. Inc.,SERD,,09/21/1993,6.8,Non-DVA,,,Bilateral,Loan,Industry and Trade,Sovereign
U.K.,1993,,1255,,PAK,Fauji Oil Terminal & Distribution Co.Ltd.,PSOD,,09/30/1993,18,Non-DVA,,,Bilateral,Loan,Transport and ICT,Non-Sovereign
U.K.,1993,,1263,,PHI,"Primofina Oleochemicals, Inc",PSOD,,11/09/1993,10,Non-DVA,,,Bilateral,Loan,Industry and Trade,Non-Sovereign
U.K.,1996,,1473,,PHI,Sixth Road,SERD,,09/30/1996,0.2,Non-DVA,,,Bilateral,Grant,Transport and ICT,Sovereign
U.K.,1996,,1493,,PAK,Social Action Program (Sector) Project II,CWRD,,11/28/1996,30,Non-DVA,,,Bilateral,Loan,Multisector,Sovereign
U.K.,1997,,1597,,BAN,Lafarge Surma Cement Ltd,PSOD,,12/18/1997,30.5,Non-DVA,,,Bilateral,Loan,Industry and Trade,Non-Sovereign
U.K.,1998,,1603,,BAN,Grameenphone Telecommunications,PSOD,PSOD,01/20/1998,31.6,Non-DVA,,,Bilateral,Loan,Transport and ICT,Non-Sovereign
U.K.,1999,,1689,,SRI,South Asia Gateway Terminals (Private) Limited for the Colombo Port Development,PSOD,PSOD,05/11/1999,35,Non-DVA,,,Bilateral,Loan,Transport and ICT,Non-Sovereign
U.K.,2000,,1813,29466-01,IND,Calcutta Environmental Improvement,SARD,SASS,12/19/2000,30,Non-DVA,,,Bilateral,Grant,Multisector,Sovereign
U.K.,2001,3785(L),1876/3785(L),29472,NEP,Road Network Development,SARD,NRM,12/13/2001,9.6,DVA,PS,Full Administration,Bilateral,Grant,Transport and ICT,Sovereign
U.K.,2001,3800(L),1883/3800(L),33301,VIE,Central Region Livelihood Improvement,SERD,SEAE,12/17/2001,16.45,DVA,PS,Full Administration,Bilateral,Grant,Agriculture and Natural Resources,Sovereign
U.K.,2002,3899(L),1881/3899(L),31309,BAN,Post-Literacy and Continuing Education,SARD,SASS,07/12/2002,12,DVA,PS,Full Administration,Bilateral,Grant,Education,Sovereign
U.K.,2002,3994(L),1940/G3994,32430,CAM,Health Sector Support,SERD,SESS,11/21/2002,10.36,DVA,,Full Administration,Bilateral,Grant,Health and Social Protection,Sovereign
U.K.,2002,,1940/G3994,32430,CAM,Health Sector Support,SERD,,11/21/2002,11.84,Non-DVA,,,Bilateral,Grant,Health and Social Protection,Sovereign
U.K.,2003,4209(L),2015/4209(L),30216,BAN,Second Primary Education Development Program (Sector Loan),SARD,SASS,11/03/2003,150,DVA,PS,Full Administration,Bilateral,Grant,Education,Sovereign
U.K.,2004,4505(L),2144/2145/4505(L),32264,PAK,Punjab Devolved Social Services Program,CWRD,SASS,12/20/2004,30,DVA,PS,Full Administration,Bilateral,Grant,Multisector,Sovereign
U.K.,2004,,2123,,VIE,Support to Implementation of Poverty Reduction Program,SERD,VRM,12/09/2004,36,Non-DVA,,,Bilateral,Grant,Public Sector Management,Sovereign
U.K.,2005,3,2163/2164/0003,34152,INO,Community Water Services and Health,SERD,SESS,04/07/2005,7.5,DVA,PS,Full Administration,Bilateral,Grant,Water and Other Municipal Infrastructure and Services,Sovereign
U.K.,2005,10,2172/0008/0009/0010,36296,BAN,Second Urban Primary Health Care,SARD,SASS,05/31/2005,25,DVA,PS,Full Administration,Bilateral,Grant,Health and Social Protection,Sovereign
